0 0.4812 0.8577
1 0.2256 0.9410
2 0.1860 0.9480
3 0.1612 0.9547
4 0.1547 0.9555
5 0.1511 0.9562
6 0.1542 0.9543
7 0.1522 0.9561
8 0.1513 0.9572
9 0.1528 0.9556
