0 0.4799 0.8586
1 0.2252 0.9390
2 0.1847 0.9479
3 0.1618 0.9549
4 0.1608 0.9509
5 0.1602 0.9521
6 0.1595 0.9503
7 0.1606 0.9525
8 0.1595 0.9511
9 0.1590 0.9516
